DIVISION,ST,AGEP,CIT,MAR,SCHL,WAGP,NATIVITY
9,53,31,1,1,18.0,5,1
2,36,37,4,1,21.0,0,2
3,39,16,1,5,21.0,7,1
8,4,24,1,1,21.0,0,1
6,47,19,3,1,16.0,1,1
9,6,19,1,1,22.0,8,1
8,4,0,1,5,0.0,0,1
9,53,5,1,5,8.0,0,1
5,12,29,1,3,15.0,0,1
3,26,25,1,1,21.0,3,1
9,6,7,1,5,13.0,0,1
8,49,17,1,5,21.0,0,1
6,47,30,1,1,19.0,0,1
5,13,15,1,1,21.0,9,1
9,6,31,4,1,6.0,1,2
2,36,17,1,1,14.0,0,1
6,21,23,1,1,21.0,15,1
3,39,30,1,5,19.0,2,1
5,13,42,1,1,12.0,0,1
9,6,10,1,1,16.0,8,1
5,13,35,1,1,16.0,10,1
2,36,17,5,1,22.0,4,2
7,48,36,1,1,16.0,0,1
5,12,12,1,5,11.0,0,1
5,37,1,1,5,1.0,0,1
8,4,14,4,5,21.0,3,2
3,55,45,1,1,21.0,0,1
5,13,20,1,1,22.0,4,1
6,47,4,1,5,5.0,0,1
5,45,13,1,5,22.0,3,1
9,6,26,1,5,20.0,0,1
8,30,37,1,3,21.0,3,1
5,37,7,1,5,12.0,0,1
2,34,23,5,3,16.0,2,2
7,48,8,1,5,13.0,0,1
5,12,28,1,1,21.0,0,1
1,23,29,1,1,16.0,0,1
5,13,29,5,1,21.0,11,2
6,47,2,1,5,1.0,0,1
8,30,24,1,5,23.0,6,1
6,1,11,1,5,16.0,1,1
3,55,26,1,1,20.0,2,1
4,27,0,1,5,0.0,0,1
8,4,7,1,5,12.0,0,1
7,48,6,1,5,10.0,0,1
5,51,32,1,3,1.0,0,1
3,17,35,1,1,20.0,0,1
9,6,24,5,1,9.0,3,2
5,13,26,1,1,17.0,0,1
3,26,30,1,1,21.0,5,1
8,32,29,1,3,19.0,1,1
9,6,23,1,5,17.0,0,1
4,29,23,5,1,16.0,0,2
9,6,15,1,1,21.0,0,1
3,39,36,1,3,22.0,0,1
5,12,32,2,1,13.0,0,1
3,17,17,1,5,19.0,1,1
5,45,27,1,2,16.0,1,1
1,25,24,1,1,22.0,2,1
3,39,15,1,5,16.0,3,1
5,51,25,1,1,22.0,2,1
5,12,12,1,5,15.0,0,1
5,54,36,1,1,16.0,0,1
4,27,33,1,3,16.0,0,1
5,37,16,1,5,22.0,3,1
5,13,3,1,5,5.0,0,1
8,8,30,1,3,17.0,0,1
5,12,2,1,5,2.0,0,1
9,6,1,1,5,2.0,0,1
3,17,42,1,2,21.0,0,1
3,55,22,1,1,21.0,6,1
4,29,28,1,1,14.0,0,1
8,4,23,1,1,19.0,2,1
5,12,23,1,1,24.0,6,1
7,48,5,1,5,8.0,0,1
4,46,7,1,5,11.0,0,1
4,29,40,1,1,16.0,0,1
5,24,22,1,3,19.0,4,1
2,36,0,1,5,0.0,0,1
6,1,0,1,5,0.0,0,1
9,53,13,5,5,20.0,2,2
7,22,6,1,5,10.0,0,1
6,21,9,1,1,14.0,2,1
7,40,36,1,1,17.0,0,1
6,21,27,1,1,19.0,0,1
5,13,34,1,2,18.0,0,1
9,6,32,4,1,16.0,2,2
5,37,11,1,5,15.0,0,1
9,53,11,1,5,17.0,2,1
2,34,32,4,3,20.0,0,2
6,47,29,1,5,21.0,4,1
2,42,11,4,1,21.0,1,2
2,34,17,1,5,22.0,3,1
9,6,48,1,2,19.0,0,1
3,39,15,1,5,21.0,3,1
9,6,0,1,5,0.0,0,1
4,38,19,1,1,21.0,4,1
7,48,29,1,1,20.0,0,1
5,13,3,1,5,3.0,0,1
3,17,32,1,3,21.0,4,1
8,8,14,1,5,21.0,5,1
7,48,30,1,1,16.0,1,1
3,55,24,1,1,16.0,3,1
1,33,42,1,2,21.0,0,1
1,9,32,1,1,21.0,3,1
3,26,15,1,1,18.0,1,1
1,25,31,1,1,19.0,0,1
2,42,37,1,1,16.0,0,1
3,17,35,1,1,19.0,0,1
7,22,17,1,1,20.0,2,1
3,18,29,5,1,6.0,0,2
7,48,28,1,1,17.0,1,1
9,53,11,1,5,21.0,0,1
5,37,30,1,1,21.0,2,1
6,21,37,1,1,21.0,0,1
9,6,10,1,5,16.0,0,1
2,36,48,1,1,12.0,0,1
9,6,19,1,1,22.0,4,1
5,12,15,1,5,19.0,3,1
9,41,5,1,5,8.0,0,1
8,32,10,1,5,13.0,1,1
5,12,21,1,3,20.0,4,1
3,17,4,1,5,6.0,0,1
7,40,34,1,1,20.0,0,1
3,26,31,1,1,22.0,0,1
1,25,0,1,5,0.0,0,1
8,56,36,1,1,21.0,0,1
2,36,31,1,3,16.0,2,1
4,38,9,1,5,19.0,0,1
5,12,13,1,5,21.0,2,1
3,17,29,1,3,19.0,3,1
7,22,14,1,5,20.0,2,1
8,8,14,1,5,21.0,2,1
5,12,31,1,1,16.0,0,1
5,51,34,1,1,16.0,0,1
2,42,5,1,5,7.0,0,1
3,26,39,1,1,23.0,0,1
8,49,8,1,5,12.0,0,1
1,44,24,1,1,12.0,0,1
5,37,5,3,5,8.0,0,1
2,36,26,1,1,22.0,3,1
5,45,31,1,1,19.0,2,1
3,18,2,1,5,2.0,0,1
3,17,7,1,5,11.0,0,1
5,51,16,1,1,22.0,3,1
5,12,27,1,1,16.0,2,1
8,32,26,1,1,19.0,0,1
6,47,2,1,5,1.0,0,1
3,17,20,1,1,18.0,7,1
7,48,21,1,1,21.0,0,1
9,53,7,1,5,11.0,0,1
7,48,20,1,5,19.0,0,1
3,26,34,1,1,16.0,0,1
5,12,15,4,5,22.0,2,2
5,13,19,1,1,23.0,15,1
9,6,19,5,1,1.0,0,2
4,27,33,1,1,17.0,0,1
3,39,2,1,5,2.0,0,1
7,22,2,1,5,1.0,0,1
9,6,7,1,5,11.0,0,1
4,20,11,1,5,19.0,1,1
7,40,1,1,5,0.0,0,1
2,36,26,1,4,1.0,0,1
5,13,22,1,1,20.0,6,1
9,53,29,1,1,16.0,4,1
2,34,26,4,1,22.0,8,2
8,8,44,1,1,18.0,0,1
2,34,12,1,5,21.0,1,1
5,51,16,1,5,16.0,1,1
2,42,9,1,5,14.0,0,1
3,55,22,1,3,17.0,3,1
7,48,4,1,5,5.0,0,1
9,6,15,1,5,21.0,4,1
5,45,24,1,1,17.0,0,1
4,19,10,1,5,19.0,0,1
6,28,22,1,5,17.0,0,1
1,25,34,1,1,24.0,6,1
6,28,6,1,5,8.0,0,1
7,48,0,1,5,0.0,0,1
2,36,15,1,5,21.0,0,1
2,36,2,1,5,1.0,0,1
9,6,1,1,5,0.0,0,1
4,20,29,1,3,16.0,2,1
9,6,17,1,4,15.0,0,1
1,9,20,1,1,20.0,7,1
0,72,5,2,5,7.0,0,1
3,18,14,1,1,21.0,2,1
9,6,24,4,3,19.0,4,2
2,34,0,1,5,0.0,0,1
3,18,20,1,5,12.0,0,1
3,55,19,5,1,22.0,0,2
2,42,22,1,5,21.0,5,1
8,4,2,1,5,1.0,0,1
7,48,13,1,5,19.0,0,1
5,12,22,5,3,16.0,0,2
8,30,4,1,5,4.0,0,1
9,6,12,1,5,16.0,0,1
6,21,3,1,5,4.0,0,1
8,49,3,1,5,3.0,0,1
6,47,36,4,1,23.0,0,2
7,48,35,5,1,21.0,0,2
5,13,31,1,3,14.0,0,1
5,12,17,1,5,19.0,3,1
9,6,3,1,5,4.0,0,1
5,12,27,1,4,16.0,2,1
6,21,8,1,5,14.0,0,1
4,20,4,1,5,5.0,0,1
7,48,9,1,5,16.0,0,1
3,55,22,1,1,18.0,3,1
8,4,20,1,5,18.0,0,1
6,21,18,1,5,14.0,0,1
7,48,13,1,5,21.0,2,1
5,37,10,3,5,19.0,1,1
7,48,0,1,5,0.0,0,1
6,47,5,1,5,7.0,0,1
3,17,14,1,5,16.0,0,1
1,25,25,1,5,18.0,0,1
8,49,34,4,1,23.0,0,2
8,49,22,4,1,22.0,3,2
5,12,38,1,2,20.0,0,1
6,28,39,1,4,18.0,0,1
5,37,33,1,2,17.0,0,1
9,41,40,1,2,16.0,0,1
9,41,23,4,1,22.0,9,2
3,39,8,1,5,13.0,0,1
5,24,30,1,1,22.0,9,1
3,17,7,1,5,12.0,0,1
2,42,36,1,1,21.0,2,1
5,24,18,1,1,18.0,1,1
3,26,22,5,5,1.0,0,2
5,51,24,1,1,16.0,1,1
3,26,17,1,1,21.0,4,1
9,6,35,4,1,16.0,0,2
6,1,8,1,5,12.0,0,1
2,36,32,1,1,22.0,3,1
5,12,38,1,3,22.0,0,1
9,6,28,1,5,21.0,17,1
4,29,31,1,1,19.0,0,1
1,25,20,4,3,21.0,5,2
7,5,17,1,1,18.0,1,1
5,12,27,1,1,16.0,0,1
2,42,30,1,1,21.0,16,1
5,51,18,4,5,21.0,0,2
7,22,5,1,5,7.0,0,1
5,51,27,1,5,21.0,11,1
7,48,9,1,5,19.0,0,1
3,18,28,1,1,21.0,3,1
3,17,36,1,3,20.0,0,1
2,36,2,1,5,1.0,0,1
5,45,1,1,5,0.0,0,1
5,24,20,5,1,16.0,0,2
9,6,34,1,5,1.0,0,1
7,22,32,1,1,16.0,4,1
9,6,13,1,5,21.0,1,1
5,12,46,1,2,7.0,0,1
8,16,4,1,5,6.0,0,1
7,48,23,1,1,21.0,9,1
5,13,37,1,1,19.0,0,1
3,18,14,1,5,15.0,0,1
3,39,0,1,5,0.0,0,1
2,36,10,1,5,16.0,1,1
8,8,15,1,1,22.0,5,1
7,22,11,1,1,19.0,2,1
8,4,19,1,5,22.0,5,1
3,26,15,1,1,19.0,0,1
7,5,6,1,5,10.0,0,1
5,13,1,1,5,0.0,0,1
6,47,41,1,1,16.0,0,1
1,9,36,1,1,20.0,0,1
1,25,8,1,5,14.0,0,1
5,37,19,4,1,21.0,2,2
4,29,27,1,1,21.0,9,1
3,17,8,1,5,13.0,0,1
4,46,30,1,4,22.0,3,1
5,12,7,2,5,11.0,0,1
9,6,29,1,2,19.0,1,1
5,37,37,1,2,16.0,0,1
9,6,8,1,5,1.0,0,1
5,13,24,1,3,18.0,4,1
2,36,10,1,5,16.0,1,1
2,34,33,4,4,16.0,1,2
7,22,32,1,1,22.0,0,1
2,36,8,1,5,14.0,0,1
6,1,14,1,1,16.0,2,1
6,21,14,1,3,16.0,4,1
9,6,32,5,5,9.0,0,2
2,36,13,1,1,15.0,0,1
7,48,41,4,1,5.0,0,2
3,39,0,1,5,0.0,0,1
7,48,16,1,5,20.0,0,1
2,36,34,1,5,16.0,0,1
4,20,5,1,5,8.0,0,1
3,39,24,1,3,21.0,9,1
8,8,37,1,1,20.0,0,1
7,40,29,1,1,20.0,5,1
6,1,5,1,5,7.0,0,1
9,6,13,1,5,22.0,1,1
5,51,18,1,5,16.0,0,1
3,17,12,1,5,15.0,2,1
5,51,18,1,1,21.0,13,1
0,72,36,2,2,8.0,0,1
9,6,28,1,5,18.0,0,1
2,34,27,1,1,22.0,4,1
9,41,8,1,5,13.0,0,1
7,48,9,1,5,19.0,0,1
2,36,25,1,1,18.0,0,1
9,6,15,1,5,17.0,17,1
1,33,36,4,1,21.0,0,2
7,48,34,1,1,18.0,4,1
7,40,6,1,5,10.0,0,1
4,31,24,1,1,16.0,3,1
3,17,34,1,1,20.0,0,1
2,34,28,4,1,18.0,3,2
4,27,27,1,1,21.0,3,1
7,48,6,1,5,9.0,0,1
4,27,8,1,5,13.0,0,1
9,6,8,1,5,14.0,0,1
1,9,1,1,5,0.0,0,1
7,48,44,1,1,16.0,0,1
8,4,4,1,5,5.0,0,1
9,2,6,1,5,9.0,0,1
5,37,22,1,2,14.0,0,1
3,39,5,1,5,7.0,0,1
9,41,34,1,1,24.0,9,1
7,48,8,1,5,12.0,0,1
5,37,18,1,1,19.0,5,1
2,34,34,1,3,20.0,5,1
2,42,33,4,1,1.0,0,2
9,53,41,1,1,19.0,0,1
4,46,32,1,1,16.0,0,1
9,6,18,1,1,21.0,5,1
5,37,21,1,3,21.0,13,1
7,48,25,1,3,16.0,5,1
5,51,11,2,5,16.0,0,1
3,17,17,1,1,19.0,2,1
5,12,36,1,1,21.0,0,1
3,26,29,1,1,20.0,5,1
8,16,30,1,1,16.0,0,1
5,45,14,1,1,17.0,0,1
9,6,48,1,1,16.0,0,1
9,6,28,1,1,16.0,3,1
8,8,34,1,1,21.0,0,1
9,6,13,1,1,16.0,3,1
8,16,32,1,1,21.0,0,1
8,4,27,4,1,1.0,0,2
3,17,18,1,5,23.0,11,1
7,22,32,1,1,19.0,3,1
7,48,10,4,5,19.0,0,2
3,26,7,1,5,12.0,0,1
3,26,10,5,5,16.0,0,2
2,42,32,1,1,16.0,0,1
3,39,48,1,2,16.0,0,1
4,19,21,1,1,1.0,0,1
5,51,7,1,5,12.0,0,1
5,13,27,1,1,21.0,1,1
9,6,30,1,1,19.0,0,1
3,55,34,1,1,16.0,4,1
4,20,35,1,3,16.0,0,1
4,19,14,1,1,15.0,0,1
3,26,27,1,1,19.0,2,1
8,8,37,1,1,16.0,0,1
2,42,26,1,3,19.0,6,1
5,37,32,5,2,16.0,1,2
9,6,8,1,5,14.0,0,1
3,39,19,1,1,16.0,4,1
5,37,28,1,1,19.0,1,1
9,6,21,1,1,21.0,26,1
5,37,16,1,1,22.0,4,1
2,34,14,5,1,22.0,13,2
9,53,36,1,1,21.0,0,1
9,2,6,1,5,9.0,0,1
5,13,21,1,5,19.0,3,1
1,9,39,1,1,19.0,0,1
8,16,31,1,1,21.0,0,1
4,20,25,1,3,20.0,5,1
9,6,27,4,1,16.0,1,2
4,29,6,1,5,10.0,0,1
5,54,38,1,2,18.0,0,1
9,41,38,4,1,17.0,0,2
3,17,23,1,1,21.0,3,1
5,51,13,1,1,21.0,5,1
4,19,31,1,1,18.0,2,1
2,36,36,4,2,18.0,0,2
9,6,25,1,4,16.0,2,1
9,53,10,1,5,19.0,0,1
5,45,20,1,1,21.0,1,1
9,6,15,1,1,16.0,3,1
3,55,27,1,1,21.0,0,1
5,24,33,1,1,21.0,0,1
4,31,38,1,1,22.0,0,1
5,24,7,1,5,11.0,0,1
7,48,37,1,3,19.0,0,1
3,17,16,1,1,16.0,1,1
2,36,35,4,1,1.0,0,2
2,36,1,3,5,2.0,0,1
5,37,32,1,5,18.0,2,1
3,18,21,1,1,23.0,10,1
6,47,12,1,5,21.0,2,1
7,48,19,2,1,21.0,2,1
3,17,5,1,5,6.0,0,1
5,37,10,1,5,19.0,0,1
5,37,41,1,2,14.0,0,1
4,29,2,1,5,1.0,0,1
7,48,30,1,5,15.0,0,1
2,36,6,1,5,9.0,0,1
2,34,35,1,1,21.0,9,1
6,1,21,1,1,22.0,3,1
8,8,3,1,5,4.0,0,1
2,34,27,1,4,17.0,0,1
7,48,34,4,5,21.0,0,2
5,45,8,1,5,14.0,0,1
5,37,36,1,3,17.0,0,1
6,47,18,1,5,17.0,3,1
5,12,41,1,1,19.0,0,1
6,28,8,1,5,12.0,0,1
1,25,14,1,5,21.0,3,1
3,17,22,1,1,22.0,5,1
4,46,15,1,3,19.0,2,1
9,6,20,1,5,16.0,0,1
9,53,12,1,5,21.0,0,1
7,48,28,5,1,9.0,1,2
3,55,4,1,5,6.0,0,1
3,26,32,1,1,21.0,0,1
8,32,20,1,3,19.0,2,1
8,30,42,1,1,16.0,0,1
6,47,37,1,3,16.0,0,1
3,39,20,1,1,16.0,7,1
9,6,24,5,3,15.0,1,2
3,17,29,1,1,20.0,7,1
3,55,33,1,3,17.0,0,1
5,37,35,1,1,16.0,0,1
4,27,22,1,3,21.0,7,1
7,48,11,1,5,14.0,2,1
5,37,26,1,5,22.0,5,1
3,39,21,1,1,20.0,4,1
5,54,19,1,5,11.0,0,1
5,13,20,1,1,21.0,4,1
6,47,12,1,4,16.0,2,1
7,48,26,1,5,20.0,3,1
9,6,46,1,2,16.0,0,1
9,6,11,1,5,20.0,0,1
5,12,35,1,3,17.0,0,1
5,12,22,1,5,20.0,2,1
8,32,5,3,5,8.0,0,1
7,40,45,1,2,17.0,0,1
8,35,38,1,1,11.0,0,1
6,1,29,1,1,19.0,5,1
9,6,32,1,3,21.0,1,1
6,1,36,1,1,19.0,3,1
3,26,28,1,1,22.0,0,1
9,6,29,4,1,18.0,0,2
2,34,10,1,5,18.0,0,1
9,53,27,1,1,24.0,9,1
9,6,20,1,4,21.0,0,1
1,25,2,1,5,3.0,0,1
9,6,34,1,1,16.0,3,1
2,42,5,1,5,8.0,0,1
5,37,6,1,5,9.0,0,1
9,6,7,3,5,11.0,0,1
7,48,25,1,2,21.0,3,1
3,39,34,1,2,19.0,0,1
8,35,21,1,5,17.0,0,1
3,39,40,1,3,19.0,0,1
7,48,20,5,1,16.0,0,2
3,18,10,1,5,13.0,0,1
5,13,36,1,3,21.0,0,1
2,34,5,1,5,8.0,0,1
3,17,6,1,5,10.0,0,1
5,13,25,1,1,20.0,0,1
3,39,9,1,5,14.0,0,1
7,48,3,1,5,3.0,0,1
7,48,0,1,5,0.0,0,1
2,36,17,5,1,22.0,0,2
3,17,30,1,1,18.0,5,1
5,12,46,1,2,16.0,0,1
4,27,27,1,1,20.0,4,1
2,36,0,1,5,0.0,0,1
5,37,19,1,1,21.0,0,1
2,42,35,1,5,21.0,0,1
4,46,3,1,5,2.0,0,1
6,1,9,1,5,18.0,0,1
9,6,9,1,5,16.0,1,1
4,29,1,1,5,0.0,0,1
7,48,7,1,5,11.0,0,1
5,24,5,1,5,8.0,0,1
7,48,16,1,5,21.0,1,1
7,48,6,1,5,9.0,0,1
7,48,5,1,5,9.0,0,1
3,39,16,1,5,21.0,5,1
2,34,32,4,5,16.0,3,2
3,17,39,1,1,16.0,0,1
7,48,16,5,5,21.0,2,2
3,17,9,1,5,16.0,0,1
6,21,35,3,1,23.0,7,1
3,18,7,1,5,11.0,0,1
9,41,22,1,1,21.0,5,1
9,41,7,1,5,11.0,0,1
2,34,21,5,1,7.0,5,2
3,39,26,1,5,17.0,0,1
4,27,6,1,5,9.0,0,1
5,13,7,1,5,11.0,0,1
4,31,30,1,1,21.0,6,1
2,36,31,1,1,21.0,0,1
6,47,21,1,1,16.0,2,1
3,55,19,1,1,23.0,15,1
5,51,35,1,1,16.0,0,1
7,48,33,4,1,21.0,5,2
8,30,0,1,5,0.0,0,1
9,53,4,1,5,4.0,0,1
5,12,5,1,5,9.0,0,1
7,48,22,4,1,22.0,6,2
9,6,24,4,1,20.0,4,2
0,72,16,2,5,20.0,1,1
8,4,47,1,1,16.0,0,1
7,48,15,1,1,16.0,4,1
7,48,37,1,2,22.0,0,1
3,18,30,1,1,21.0,1,1
5,12,22,1,1,20.0,0,1
6,47,17,1,5,19.0,3,1
8,49,23,4,5,15.0,6,2
9,53,17,1,5,21.0,5,1
2,42,18,5,4,22.0,4,2
4,20,2,1,5,2.0,0,1
9,6,25,1,1,21.0,8,1
6,1,9,1,5,18.0,0,1
9,6,34,1,1,16.0,0,1
9,6,23,1,1,16.0,18,1
8,49,7,1,5,12.0,0,1
5,45,18,1,1,19.0,0,1
9,15,23,1,5,19.0,0,1
1,9,12,5,1,1.0,0,2
0,72,37,2,1,19.0,0,1
9,6,24,4,1,22.0,19,2
5,12,34,1,1,20.0,0,1
9,53,20,1,1,17.0,0,1
5,13,18,1,1,16.0,3,1
9,6,28,1,1,20.0,0,1
5,45,20,1,5,1.0,0,1
5,12,42,4,2,19.0,0,2
9,6,34,5,4,1.0,0,2
9,6,6,1,5,8.0,0,1
5,12,9,1,5,16.0,0,1
1,25,25,1,1,21.0,0,1
0,72,28,2,5,1.0,0,1
3,39,33,1,2,17.0,3,1
5,13,30,1,1,17.0,2,1
7,48,6,1,5,11.0,0,1
9,6,4,1,5,6.0,0,1
5,12,38,1,1,17.0,0,1
5,37,4,1,5,5.0,0,1
5,37,3,1,5,3.0,0,1
9,6,8,1,5,11.0,0,1
5,54,22,1,5,20.0,2,1
3,55,18,1,5,17.0,0,1
7,5,9,1,5,19.0,0,1
2,42,32,1,1,16.0,0,1
7,5,35,1,5,19.0,0,1
9,6,12,1,5,17.0,1,1
2,36,39,4,3,1.0,0,2
2,42,27,1,1,21.0,3,1
6,47,23,1,1,17.0,4,1
6,47,25,1,5,19.0,1,1
5,51,10,1,1,16.0,2,1
3,26,11,1,5,21.0,0,1
7,48,5,1,5,8.0,0,1
5,24,34,1,1,22.0,0,1
3,17,34,1,5,22.0,8,1
0,72,39,2,2,16.0,0,1
4,20,26,1,1,22.0,7,1
3,17,8,1,5,14.0,0,1
5,51,21,1,5,21.0,13,1
7,5,3,1,5,4.0,0,1
5,13,35,1,3,14.0,0,1
2,36,9,4,5,18.0,1,2
2,36,29,1,1,21.0,10,1
8,4,10,1,5,19.0,0,1
9,6,21,4,1,20.0,3,2
3,26,1,1,5,0.0,0,1
5,12,19,2,1,22.0,2,1
8,35,27,1,1,16.0,0,1
8,56,13,1,3,20.0,1,1
5,51,7,1,5,11.0,0,1
9,6,26,1,1,22.0,9,1
8,56,30,1,1,21.0,1,1
2,42,29,1,4,16.0,0,1
3,55,34,1,2,21.0,0,1
7,48,31,1,1,12.0,0,1
7,5,44,1,2,19.0,0,1
5,37,31,4,5,22.0,2,2
5,24,40,1,1,18.0,0,1
2,36,11,1,5,21.0,3,1
5,13,34,1,3,16.0,1,1
9,6,3,1,5,3.0,0,1
5,12,14,1,5,15.0,0,1
4,29,23,1,3,17.0,1,1
9,6,37,1,2,22.0,0,1
7,48,29,1,1,21.0,5,1
3,55,7,1,5,10.0,0,1
3,18,25,1,3,16.0,3,1
3,17,23,1,3,19.0,0,1
3,26,21,1,1,22.0,5,1
2,42,23,1,1,19.0,3,1
8,35,35,1,1,18.0,0,1
8,16,13,1,3,19.0,3,1
5,24,7,1,5,11.0,0,1
5,51,7,3,5,11.0,0,1
4,27,11,1,5,19.0,0,1
5,13,28,1,1,16.0,0,1
1,25,20,1,1,21.0,3,1
2,42,18,1,3,21.0,6,1
1,50,47,1,3,16.0,0,1
5,37,8,1,5,13.0,0,1
5,13,32,1,3,19.0,3,1
7,48,39,1,2,16.0,0,1
9,6,5,1,5,7.0,0,1
5,12,14,1,5,22.0,0,1
9,6,30,4,1,23.0,45,2
3,18,46,1,2,16.0,0,1
5,51,11,1,5,21.0,7,1
9,6,36,4,1,22.0,0,2
5,12,34,4,1,21.0,3,2
6,47,12,1,5,21.0,7,1
8,32,23,1,1,23.0,6,1
6,21,37,1,1,21.0,0,1
9,6,26,4,1,20.0,3,2
3,26,36,1,1,16.0,6,1
5,12,27,5,4,21.0,4,2
6,47,34,1,3,16.0,2,1
6,47,26,1,5,16.0,0,1
5,12,38,2,1,21.0,0,1
6,47,18,1,1,16.0,0,1
5,51,39,1,1,20.0,0,1
6,47,34,1,1,20.0,0,1
9,6,6,1,5,10.0,0,1
5,37,34,1,1,24.0,0,1
8,49,0,1,5,0.0,0,1
5,13,14,1,5,21.0,5,1
4,29,34,1,1,18.0,0,1
5,45,37,1,1,22.0,0,1
5,24,20,1,3,21.0,4,1
5,51,17,1,1,21.0,2,1
3,26,36,1,1,17.0,0,1
2,36,37,1,1,19.0,0,1
4,20,29,1,1,21.0,0,1
3,17,22,1,1,21.0,5,1
5,13,31,1,5,21.0,6,1
9,53,36,1,3,21.0,0,1
3,55,7,1,5,11.0,0,1
3,39,28,1,1,19.0,6,1
6,21,18,1,1,21.0,0,1
7,48,4,1,5,5.0,0,1
9,6,4,1,5,6.0,0,1
5,37,42,1,2,21.0,0,1
4,27,39,1,1,22.0,0,1
8,35,39,1,5,19.0,0,1
9,6,29,1,5,19.0,0,1
3,18,25,1,5,16.0,0,1
4,27,16,1,1,16.0,3,1
7,48,23,4,1,21.0,5,2
8,35,38,1,1,21.0,0,1
2,42,38,1,3,19.0,0,1
4,29,32,1,3,19.0,0,1
1,25,9,1,5,19.0,0,1
8,32,38,2,2,18.0,0,1
5,13,5,1,5,7.0,0,1
5,45,20,1,1,21.0,8,1
6,47,5,1,5,7.0,0,1
5,24,13,1,1,17.0,0,1
5,51,30,1,1,18.0,1,1
4,29,18,1,1,20.0,0,1
5,51,19,1,1,21.0,0,1
2,36,25,5,1,15.0,3,2
9,6,13,1,5,17.0,5,1
3,39,20,1,1,21.0,5,1
2,34,17,1,1,22.0,0,1
1,9,12,5,1,1.0,1,2
5,51,35,1,1,22.0,18,1
4,27,21,1,1,19.0,0,1
5,13,36,1,2,17.0,0,1
5,13,8,2,5,13.0,0,1
5,12,3,1,5,2.0,0,1
9,6,34,1,1,23.0,13,1
3,26,35,1,2,18.0,0,1
2,42,25,1,1,16.0,2,1
2,36,35,1,1,16.0,0,1
7,48,36,1,2,21.0,2,1
5,37,45,1,2,17.0,0,1
6,21,0,1,5,0.0,0,1
3,26,28,1,1,19.0,2,1
5,12,14,1,5,16.0,0,1
7,48,2,1,5,2.0,0,1
4,19,34,1,1,21.0,2,1
9,41,4,1,5,6.0,0,1
5,12,39,1,1,21.0,0,1
4,29,14,1,3,24.0,4,1
5,13,12,1,5,16.0,0,1
5,45,46,1,1,10.0,0,1
1,25,19,1,1,21.0,6,1
3,39,12,1,5,16.0,2,1
8,49,4,1,5,5.0,0,1
7,5,13,1,1,20.0,0,1
8,49,32,1,1,20.0,0,1
2,42,27,1,3,16.0,2,1
7,48,36,4,1,21.0,0,2
2,42,35,1,1,16.0,1,1
6,47,24,1,1,21.0,2,1
7,22,17,1,5,22.0,2,1
9,6,38,1,2,21.0,0,1
8,32,29,1,5,19.0,2,1
3,26,24,5,1,1.0,3,2
3,18,30,1,3,16.0,0,1
4,19,27,1,1,19.0,3,1
7,48,18,1,3,15.0,0,1
3,39,32,1,2,20.0,0,1
4,20,29,1,1,19.0,0,1
2,42,24,1,3,16.0,3,1
5,12,43,1,1,24.0,0,1
3,55,36,1,1,16.0,0,1
7,48,20,4,1,19.0,3,2
6,21,4,1,5,4.0,0,1
5,13,38,1,1,19.0,0,1
4,27,1,1,5,0.0,0,1
9,41,23,1,1,21.0,0,1
6,1,10,1,5,19.0,0,1
7,22,2,1,5,3.0,0,1
5,10,33,1,1,17.0,0,1
7,22,32,1,5,17.0,0,1
9,53,21,1,5,22.0,0,1
5,12,27,1,1,21.0,0,1
6,1,31,1,3,16.0,2,1
4,27,38,1,1,16.0,0,1
5,13,10,4,5,19.0,0,2
4,29,27,1,5,1.0,0,1
8,4,9,1,5,13.0,0,1
2,42,40,1,1,24.0,0,1
9,6,27,1,1,16.0,2,1
4,27,11,1,5,19.0,0,1
2,36,8,1,5,13.0,0,1
1,33,40,1,5,21.0,0,1
9,2,35,1,2,19.0,0,1
6,21,13,1,1,13.0,0,1
2,36,22,5,1,1.0,4,2
4,20,10,1,5,19.0,0,1
8,35,32,1,2,19.0,0,1
8,4,39,1,3,18.0,0,1
1,50,32,1,1,18.0,0,1
3,39,24,1,5,18.0,4,1
0,72,31,2,1,11.0,0,1
7,48,8,1,5,14.0,0,1
5,12,15,1,1,21.0,7,1
8,8,4,1,5,6.0,0,1
1,25,21,1,1,24.0,7,1
5,51,17,1,5,20.0,0,1
3,39,41,1,2,16.0,0,1
7,48,39,1,2,19.0,0,1
2,42,18,1,1,18.0,4,1
8,4,33,1,1,19.0,0,1
5,37,32,1,1,18.0,0,1
7,48,1,1,5,1.0,0,1
7,40,9,1,5,19.0,0,1
2,36,36,1,2,22.0,0,1
2,36,11,5,5,19.0,0,2
8,4,8,1,5,14.0,0,1
8,49,30,1,1,20.0,3,1
2,36,36,4,1,18.0,2,2
5,12,20,5,1,21.0,6,2
9,41,5,1,5,8.0,0,1
9,6,6,1,5,8.0,0,1
3,26,36,1,5,16.0,0,1
9,6,15,1,5,21.0,2,1
4,38,29,1,5,20.0,2,1
2,36,16,1,1,21.0,2,1
8,16,43,1,1,22.0,0,1
3,26,29,1,3,17.0,5,1
8,32,33,1,3,21.0,11,1
